latitude,longitude,acq_datetime,frp,satellite,confidence,daynight,source,weight
9.3903,-64.3122,2026-07-31T05:11:00Z,1.28,N,n,N,VIIRS_SNPP_NRT,1
8.6691,-62.985,2026-07-31T05:11:00Z,0.66,N,n,N,VIIRS_SNPP_NRT,1
8.6152,-63.1094,2026-07-31T05:11:00Z,0.97,N,n,N,VIIRS_SNPP_NRT,1
8.6142,-63.1114,2026-07-31T05:11:00Z,0.47,N,n,N,VIIRS_SNPP_NRT,1
8.6136,-63.1072,2026-07-31T05:11:00Z,0.47,N,n,N,VIIRS_SNPP_NRT,1
8.4046,-64.7953,2026-07-31T05:11:00Z,0.65,N,n,N,VIIRS_SNPP_NRT,1
8.2763,-62.8238,2026-07-31T05:11:00Z,0.82,N,n,N,VIIRS_SNPP_NRT,1
9.3882,-64.5532,2026-07-31T05:11:00Z,3.21,N,n,N,VIIRS_SNPP_NRT,1
9.6429,-63.572,2026-07-31T05:11:00Z,2.85,N,n,N,VIIRS_SNPP_NRT,1
9.6183,-63.7287,2026-07-31T05:11:00Z,0.8,N,n,N,VIIRS_SNPP_NRT,1
9.6583,-63.5456,2026-07-31T05:11:00Z,1.37,N,n,N,VIIRS_SNPP_NRT,1
9.6551,-63.5698,2026-07-31T05:11:00Z,2.82,N,n,N,VIIRS_SNPP_NRT,1
9.6554,-63.6227,2026-07-31T05:11:00Z,3.76,N,n,N,VIIRS_SNPP_NRT,1
9.6198,-63.6895,2026-07-31T05:11:00Z,2.65,N,n,N,VIIRS_SNPP_NRT,1
9.6565,-63.5317,2026-07-31T05:11:00Z,1.93,N,n,N,VIIRS_SNPP_NRT,1
9.6566,-63.6322,2026-07-31T05:11:00Z,2.95,N,n,N,VIIRS_SNPP_NRT,1
9.6571,-63.5363,2026-07-31T05:11:00Z,3.52,N,n,N,VIIRS_SNPP_NRT,1
9.6577,-63.5409,2026-07-31T05:11:00Z,3.52,N,n,N,VIIRS_SNPP_NRT,1
9.6588,-63.5501,2026-07-31T05:11:00Z,1.37,N,n,N,VIIRS_SNPP_NRT,1
9.6531,-63.5041,2026-07-31T05:11:00Z,0.78,N,n,N,VIIRS_SNPP_NRT,1
9.6615,-63.5216,2026-07-31T05:11:00Z,1.76,N,n,N,VIIRS_SNPP_NRT,1
9.6728,-63.5621,2026-07-31T05:11:00Z,1.26,N,n,N,VIIRS_SNPP_NRT,1
9.698,-63.4194,2026-07-31T05:11:00Z,0.83,N,n,N,VIIRS_SNPP_NRT,1
9.7723,-63.268,2026-07-31T05:11:00Z,1.9,N,n,N,VIIRS_SNPP_NRT,1
9.7738,-63.2689,2026-07-31T05:11:00Z,2.54,N,n,N,VIIRS_SNPP_NRT,1
9.7743,-63.2734,2026-07-31T05:11:00Z,2.18,N,n,N,VIIRS_SNPP_NRT,1
9.7789,-63.2715,2026-07-31T05:11:00Z,1.31,N,n,N,VIIRS_SNPP_NRT,1
9.6545,-63.5651,2026-07-31T05:11:00Z,2.82,N,n,N,VIIRS_SNPP_NRT,1
9.656,-63.6274,2026-07-31T05:11:00Z,3.76,N,n,N,VIIRS_SNPP_NRT,1
9.6516,-63.542,2026-07-31T05:11:00Z,5.13,N,n,N,VIIRS_SNPP_NRT,1
9.6484,-63.5662,2026-07-31T05:11:00Z,2.82,N,n,N,VIIRS_SNPP_NRT,1
9.6204,-63.6943,2026-07-31T05:11:00Z,4.3,N,n,N,VIIRS_SNPP_NRT,1
9.6218,-63.6948,2026-07-31T05:11:00Z,2.15,N,n,N,VIIRS_SNPP_NRT,1
9.6411,-63.5579,2026-07-31T05:11:00Z,2.85,N,n,N,VIIRS_SNPP_NRT,1
9.6511,-63.6381,2026-07-31T05:11:00Z,28.24,N,n,N,VIIRS_SNPP_NRT,1
9.6423,-63.5673,2026-07-31T05:11:00Z,2.85,N,n,N,VIIRS_SNPP_NRT,1
9.6472,-63.5569,2026-07-31T05:11:00Z,1.58,N,n,N,VIIRS_SNPP_NRT,1
9.6478,-63.5615,2026-07-31T05:11:00Z,1.58,N,n,N,VIIRS_SNPP_NRT,1
9.6417,-63.5626,2026-07-31T05:11:00Z,2.85,N,n,N,VIIRS_SNPP_NRT,1
9.649,-63.5709,2026-07-31T05:11:00Z,2.82,N,n,N,VIIRS_SNPP_NRT,1
9.6496,-63.5756,2026-07-31T05:11:00Z,3.24,N,n,N,VIIRS_SNPP_NRT,1
9.6499,-63.5281,2026-07-31T05:11:00Z,3.92,N,n,N,VIIRS_SNPP_NRT,1
9.6499,-63.6284,2026-07-31T05:11:00Z,24.22,N,n,N,VIIRS_SNPP_NRT,1
9.6504,-63.5327,2026-07-31T05:11:00Z,3.92,N,n,N,VIIRS_SNPP_NRT,1
9.6505,-63.6333,2026-07-31T05:11:00Z,28.24,N,h,N,VIIRS_SNPP_NRT,1
9.651,-63.5373,2026-07-31T05:11:00Z,5.13,N,n,N,VIIRS_SNPP_NRT,1
9.6493,-63.6237,2026-07-31T05:11:00Z,24.22,N,n,N,VIIRS_SNPP_NRT,1
-18.26,47.9296,2026-07-31T05:08:00Z,7.37,Terra,51,D,MODIS_NRT,1
-18.5471,46.6202,2026-07-31T05:08:00Z,13.64,Terra,63,D,MODIS_NRT,1
-18.5447,46.6058,2026-07-31T05:08:00Z,13.49,Terra,62,D,MODIS_NRT,1
-17.0259,47.9817,2026-07-31T05:08:00Z,6.59,Terra,47,D,MODIS_NRT,1
-17.8487,47.0639,2026-07-31T05:08:00Z,14.35,Terra,68,D,MODIS_NRT,1
41.7497,-7.5392,2026-07-31T04:59:00Z,13.95,Aqua,8,N,MODIS_NRT,1
40.2322,-5.6502,2026-07-31T04:59:00Z,365.61,Aqua,100,N,MODIS_NRT,1
40.2326,-5.6565,2026-07-31T04:59:00Z,508.06,Aqua,100,N,MODIS_NRT,1
40.2369,-5.6705,2026-07-31T04:59:00Z,245.18,Aqua,100,N,MODIS_NRT,1
40.2371,-5.6763,2026-07-31T04:59:00Z,78.8,Aqua,100,N,MODIS_NRT,1
41.697,-7.1162,2026-07-31T04:59:00Z,10.62,Aqua,19,N,MODIS_NRT,1
41.7603,-7.5351,2026-07-31T04:59:00Z,180.6,Aqua,100,N,MODIS_NRT,1
41.7535,-7.5578,2026-07-31T04:59:00Z,15.87,Aqua,30,N,MODIS_NRT,1
41.7598,-7.1901,2026-07-31T04:59:00Z,14.57,Aqua,46,N,MODIS_NRT,1
41.7557,-7.1704,2026-07-31T04:59:00Z,48.57,Aqua,100,N,MODIS_NRT,1
41.7641,-7.5537,2026-07-31T04:59:00Z,203.67,Aqua,100,N,MODIS_NRT,1
25.535,53.1395,2026-07-31T04:57:00Z,21.11,Terra,54,D,MODIS_NRT,1
25.5329,53.164,2026-07-31T04:57:00Z,19.65,Terra,50,D,MODIS_NRT,1
25.5243,53.157,2026-07-31T04:57:00Z,31.03,Terra,57,D,MODIS_NRT,1
25.1814,52.876,2026-07-31T04:57:00Z,72.69,Terra,80,D,MODIS_NRT,1
25.1742,52.8691,2026-07-31T04:57:00Z,120.98,Terra,87,D,MODIS_NRT,1
25.1719,52.8944,2026-07-31T04:57:00Z,53.39,Terra,75,D,MODIS_NRT,1
25.1677,52.8746,2026-07-31T04:57:00Z,170.94,Terra,92,D,MODIS_NRT,1
25.1605,52.8678,2026-07-31T04:57:00Z,203.75,Terra,94,D,MODIS_NRT,1
25.1582,52.8931,2026-07-31T04:57:00Z,48.33,Terra,74,D,MODIS_NRT,1
24.5055,54.0177,2026-07-31T04:57:00Z,16.34,Terra,55,D,MODIS_NRT,1
23.273,54.2466,2026-07-31T04:57:00Z,63.86,Terra,83,D,MODIS_NRT,1
29.992,55.8516,2026-07-31T04:55:00Z,17.63,Terra,53,D,MODIS_NRT,1
29.9824,55.8631,2026-07-31T04:55:00Z,16.56,Terra,49,D,MODIS_NRT,1
35.0646,71.3943,2026-07-31T04:53:00Z,15.79,Terra,31,D,MODIS_NRT,1
37.1506,60.9637,2026-07-31T04:53:00Z,17.03,Terra,65,D,MODIS_NRT,1
42.4236,69.8207,2026-07-31T04:51:00Z,10.43,Terra,63,D,MODIS_NRT,1
41.3584,69.2582,2026-07-31T04:51:00Z,9.86,Terra,66,D,MODIS_NRT,1
41.2171,69.2391,2026-07-31T04:51:00Z,10.65,Terra,54,D,MODIS_NRT,1
39.4149,67.1332,2026-07-31T04:51:00Z,6.04,Terra,52,D,MODIS_NRT,1
38.0524,67.2662,2026-07-31T04:51:00Z,15.08,Terra,72,D,MODIS_NRT,1
50.448,59.922,2026-07-31T04:49:00Z,21.6,Terra,69,D,MODIS_NRT,1
50.4201,59.8839,2026-07-31T04:49:00Z,52.29,Terra,82,D,MODIS_NRT,1
50.442,59.9137,2026-07-31T04:49:00Z,321.02,Terra,100,D,MODIS_NRT,1
50.432,59.8859,2026-07-31T04:49:00Z,29.81,Terra,58,D,MODIS_NRT,1
50.4302,59.9118,2026-07-31T04:49:00Z,39.74,Terra,78,D,MODIS_NRT,1
48.6074,71.1221,2026-07-31T04:49:00Z,12.3,Terra,68,D,MODIS_NRT,1
50.4082,59.8822,2026-07-31T04:49:00Z,80.77,Terra,88,D,MODIS_NRT,1
50.4064,59.9083,2026-07-31T04:49:00Z,29.9,Terra,73,D,MODIS_NRT,1
50.0389,73.0167,2026-07-31T04:49:00Z,24.5,Terra,70,D,MODIS_NRT,1
43.1775,76.6851,2026-07-31T04:49:00Z,53.66,Terra,56,D,MODIS_NRT,1
50.4438,59.8876,2026-07-31T04:49:00Z,261.5,Terra,100,D,MODIS_NRT,1
51.0851,61.0302,2026-07-31T04:49:00Z,11.9,Terra,48,D,MODIS_NRT,1
50.4497,59.8958,2026-07-31T04:49:00Z,124.86,Terra,94,D,MODIS_NRT,1
50.7101,67.8713,2026-07-31T04:49:00Z,15.64,Terra,34,D,MODIS_NRT,1
50.7169,67.8879,2026-07-31T04:49:00Z,114.76,Terra,100,D,MODIS_NRT,1
50.7188,67.8742,2026-07-31T04:49:00Z,91.74,Terra,100,D,MODIS_NRT,1
50.7207,67.8605,2026-07-31T04:49:00Z,27.59,Terra,86,D,MODIS_NRT,1
51.5627,67.6748,2026-07-31T04:49:00Z,37.71,Terra,89,D,MODIS_NRT,1
51.5646,67.6607,2026-07-31T04:49:00Z,22.35,Terra,77,D,MODIS_NRT,1
55.2792,61.4702,2026-07-31T04:49:00Z,20.57,Terra,69,D,MODIS_NRT,1
55.281,61.4424,2026-07-31T04:49:00Z,10.41,Terra,37,D,MODIS_NRT,1
50.6995,67.8821,2026-07-31T04:49:00Z,14.82,Terra,38,D,MODIS_NRT,1
58.0561,65.2894,2026-07-31T04:46:00Z,12.12,Terra,62,D,MODIS_NRT,1
58.1665,84.1625,2026-07-31T04:46:00Z,11.45,Terra,54,D,MODIS_NRT,1
58.1571,78.8884,2026-07-31T04:46:00Z,6.9,Terra,22,D,MODIS_NRT,1
58.1547,78.9039,2026-07-31T04:46:00Z,26.1,Terra,80,D,MODIS_NRT,1
58.1529,78.9093,2026-07-31T04:46:00Z,21.98,Terra,77,D,MODIS_NRT,1
57.4272,78.7062,2026-07-31T04:46:00Z,19.14,Terra,74,D,MODIS_NRT,1
58.0459,65.2864,2026-07-31T04:46:00Z,45.94,Terra,88,D,MODIS_NRT,1
58.044,65.3091,2026-07-31T04:46:00Z,10.66,Terra,53,D,MODIS_NRT,1
57.4613,78.437,2026-07-31T04:46:00Z,6.79,Terra,50,D,MODIS_NRT,1
57.4315,78.6851,2026-07-31T04:46:00Z,7.82,Terra,55,D,MODIS_NRT,1
59.0261,90.4811,2026-07-31T04:46:00Z,49.69,Terra,46,D,MODIS_NRT,1
59.013,90.4662,2026-07-31T04:46:00Z,67.57,Terra,76,D,MODIS_NRT,1
60.4699,85.7976,2026-07-31T04:46:00Z,15.06,Terra,36,D,MODIS_NRT,1
59.1952,90.9007,2026-07-31T04:46:00Z,26.34,Terra,57,D,MODIS_NRT,1
60.9634,70.8695,2026-07-31T04:46:00Z,10.52,Terra,72,D,MODIS_NRT,1
59.2103,90.8518,2026-07-31T04:46:00Z,39.87,Terra,69,D,MODIS_NRT,1
62.3872,76.6437,2026-07-31T04:46:00Z,6.26,Terra,56,D,MODIS_NRT,1
61.1004,70.1853,2026-07-31T04:46:00Z,12.85,Terra,74,D,MODIS_NRT,1
61.0981,70.2048,2026-07-31T04:46:00Z,12.38,Terra,73,D,MODIS_NRT,1
61.9506,68.4738,2026-07-31T04:46:00Z,10.67,Terra,67,D,MODIS_NRT,1
60.9563,70.859,2026-07-31T04:46:00Z,6.68,Terra,60,D,MODIS_NRT,1
60.8573,71.2838,2026-07-31T04:46:00Z,12.23,Terra,75,D,MODIS_NRT,1
60.7462,70.8211,2026-07-31T04:46:00Z,7.84,Terra,66,D,MODIS_NRT,1
60.5817,78.7362,2026-07-31T04:46:00Z,8.57,Terra,63,D,MODIS_NRT,1
65.3822,107.2349,2026-07-31T04:44:00Z,48.44,Terra,54,D,MODIS_NRT,1
65.3448,83.2927,2026-07-31T04:44:00Z,11.86,Terra,70,D,MODIS_NRT,1
65.3456,81.6202,2026-07-31T04:44:00Z,14.64,Terra,76,D,MODIS_NRT,1
65.3436,81.5188,2026-07-31T04:44:00Z,8.59,Terra,33,D,MODIS_NRT,1
65.3493,81.5992,2026-07-31T04:44:00Z,7.42,Terra,40,D,MODIS_NRT,1
65.3534,83.302,2026-07-31T04:44:00Z,8.3,Terra,43,D,MODIS_NRT,1
65.3576,83.2798,2026-07-31T04:44:00Z,8.03,Terra,44,D,MODIS_NRT,1
65.3702,107.211,2026-07-31T04:44:00Z,42.71,Terra,50,D,MODIS_NRT,1
65.3814,87.7036,2026-07-31T04:44:00Z,10.06,Terra,41,D,MODIS_NRT,1
65.4945,76.5214,2026-07-31T04:44:00Z,15.0,Terra,65,D,MODIS_NRT,1
65.3907,87.7156,2026-07-31T04:44:00Z,21.87,Terra,76,D,MODIS_NRT,1
65.4006,93.8743,2026-07-31T04:44:00Z,12.08,Terra,48,D,MODIS_NRT,1
65.4515,83.2552,2026-07-31T04:44:00Z,5.66,Terra,49,D,MODIS_NRT,1
65.4832,76.535,2026-07-31T04:44:00Z,17.25,Terra,66,D,MODIS_NRT,1
65.3273,72.6717,2026-07-31T04:44:00Z,21.7,Terra,47,D,MODIS_NRT,1
65.5428,82.3817,2026-07-31T04:44:00Z,15.61,Terra,63,D,MODIS_NRT,1
65.5473,82.4123,2026-07-31T04:44:00Z,14.59,Terra,49,D,MODIS_NRT,1
65.5511,80.3159,2026-07-31T04:44:00Z,28.75,Terra,84,D,MODIS_NRT,1
65.5765,80.2215,2026-07-31T04:44:00Z,32.14,Terra,89,D,MODIS_NRT,1
65.3381,80.9909,2026-07-31T04:44:00Z,6.13,Terra,47,D,MODIS_NRT,1
65.2535,72.6676,2026-07-31T04:44:00Z,11.41,Terra,62,D,MODIS_NRT,1
65.3074,72.7019,2026-07-31T04:44:00Z,25.76,Terra,27,D,MODIS_NRT,1
65.0481,87.6723,2026-07-31T04:44:00Z,10.88,Terra,60,D,MODIS_NRT,1
65.5948,80.2867,2026-07-31T04:44:00Z,16.2,Terra,39,D,MODIS_NRT,1
64.9724,71.2328,2026-07-31T04:44:00Z,7.81,Terra,31,D,MODIS_NRT,1
64.9952,71.2961,2026-07-31T04:44:00Z,11.95,Terra,60,D,MODIS_NRT,1
64.9977,87.6791,2026-07-31T04:44:00Z,8.96,Terra,50,D,MODIS_NRT,1
64.9978,71.2724,2026-07-31T04:44:00Z,18.83,Terra,78,D,MODIS_NRT,1
65.0041,87.6514,2026-07-31T04:44:00Z,8.88,Terra,56,D,MODIS_NRT,1
65.0277,71.4974,2026-07-31T04:44:00Z,16.18,Terra,75,D,MODIS_NRT,1
65.0302,71.4739,2026-07-31T04:44:00Z,31.38,Terra,85,D,MODIS_NRT,1
65.0513,87.6831,2026-07-31T04:44:00Z,7.96,Terra,44,D,MODIS_NRT,1
65.2959,90.1881,2026-07-31T04:44:00Z,18.08,Terra,51,D,MODIS_NRT,1
65.1095,70.7023,2026-07-31T04:44:00Z,11.38,Terra,61,D,MODIS_NRT,1
65.1204,87.7007,2026-07-31T04:44:00Z,30.59,Terra,79,D,MODIS_NRT,1
65.1908,69.8629,2026-07-31T04:44:00Z,10.25,Terra,36,D,MODIS_NRT,1
65.2455,106.2939,2026-07-31T04:44:00Z,51.36,Terra,53,D,MODIS_NRT,1
65.246,106.3039,2026-07-31T04:44:00Z,52.85,Terra,55,D,MODIS_NRT,1
65.2625,72.6733,2026-07-31T04:44:00Z,25.01,Terra,83,D,MODIS_NRT,1
65.2816,105.4304,2026-07-31T04:44:00Z,120.82,Terra,76,D,MODIS_NRT,1
65.2933,72.7413,2026-07-31T04:44:00Z,15.47,Terra,69,D,MODIS_NRT,1
65.5898,80.2581,2026-07-31T04:44:00Z,21.61,Terra,45,D,MODIS_NRT,1
65.8119,99.3563,2026-07-31T04:44:00Z,473.27,Terra,100,D,MODIS_NRT,1
65.5982,80.2662,2026-07-31T04:44:00Z,15.39,Terra,33,D,MODIS_NRT,1
65.8083,85.6943,2026-07-31T04:44:00Z,7.4,Terra,60,D,MODIS_NRT,1
65.7504,74.4333,2026-07-31T04:44:00Z,11.32,Terra,73,D,MODIS_NRT,1
65.7531,74.4116,2026-07-31T04:44:00Z,7.31,Terra,65,D,MODIS_NRT,1
65.7608,84.758,2026-07-31T04:44:00Z,6.61,Terra,54,D,MODIS_NRT,1
65.7608,107.523,2026-07-31T04:44:00Z,131.05,Terra,77,D,MODIS_NRT,1
65.771,107.5462,2026-07-31T04:44:00Z,84.0,Terra,37,D,MODIS_NRT,1
65.7827,88.2676,2026-07-31T04:44:00Z,14.96,Terra,69,D,MODIS_NRT,1
65.8005,99.3351,2026-07-31T04:44:00Z,118.16,Terra,86,D,MODIS_NRT,1
65.8033,99.3442,2026-07-31T04:44:00Z,158.11,Terra,90,D,MODIS_NRT,1
65.8092,91.5698,2026-07-31T04:44:00Z,11.24,Terra,50,D,MODIS_NRT,1
65.7422,107.6224,2026-07-31T04:44:00Z,624.31,Terra,98,D,MODIS_NRT,1
64.945,69.9591,2026-07-31T04:44:00Z,50.92,Terra,85,D,MODIS_NRT,1
65.8148,99.3651,2026-07-31T04:44:00Z,785.33,Terra,100,D,MODIS_NRT,1
65.816,84.7709,2026-07-31T04:44:00Z,5.33,Terra,21,D,MODIS_NRT,1
65.8171,99.2853,2026-07-31T04:44:00Z,39.14,Terra,38,D,MODIS_NRT,1
65.8202,99.2943,2026-07-31T04:44:00Z,52.98,Terra,42,D,MODIS_NRT,1
65.8234,99.3772,2026-07-31T04:44:00Z,604.39,Terra,100,D,MODIS_NRT,1
65.8247,84.7812,2026-07-31T04:44:00Z,11.13,Terra,64,D,MODIS_NRT,1
65.8263,99.3861,2026-07-31T04:44:00Z,182.96,Terra,91,D,MODIS_NRT,1
65.7445,84.6236,2026-07-31T04:44:00Z,7.83,Terra,62,D,MODIS_NRT,1
65.742,107.6125,2026-07-31T04:44:00Z,1561.44,Terra,100,D,MODIS_NRT,1
65.6343,81.66,2026-07-31T04:44:00Z,16.42,Terra,68,D,MODIS_NRT,1
65.6867,74.4113,2026-07-31T04:44:00Z,6.61,Terra,65,D,MODIS_NRT,1
65.6465,81.6476,2026-07-31T04:44:00Z,27.34,Terra,74,D,MODIS_NRT,1
65.6503,80.1321,2026-07-31T04:44:00Z,22.52,Terra,83,D,MODIS_NRT,1
65.6537,80.1116,2026-07-31T04:44:00Z,10.92,Terra,73,D,MODIS_NRT,1
65.6557,84.4558,2026-07-31T04:44:00Z,5.61,Terra,53,D,MODIS_NRT,1
65.662,76.0752,2026-07-31T04:44:00Z,17.38,Terra,79,D,MODIS_NRT,1
65.6648,76.0545,2026-07-31T04:44:00Z,17.28,Terra,79,D,MODIS_NRT,1
65.6774,107.5855,2026-07-31T04:44:00Z,59.53,Terra,63,D,MODIS_NRT,1
65.6837,74.2853,2026-07-31T04:44:00Z,14.95,Terra,76,D,MODIS_NRT,1
65.6894,74.3896,2026-07-31T04:44:00Z,15.51,Terra,78,D,MODIS_NRT,1
65.7369,84.0984,2026-07-31T04:44:00Z,4.99,Terra,47,D,MODIS_NRT,1
65.6896,107.6159,2026-07-31T04:44:00Z,555.2,Terra,96,D,MODIS_NRT,1
65.6896,107.6253,2026-07-31T04:44:00Z,798.4,Terra,100,D,MODIS_NRT,1
65.7095,74.3803,2026-07-31T04:44:00Z,8.52,Terra,39,D,MODIS_NRT,1
65.7121,74.3586,2026-07-31T04:44:00Z,12.66,Terra,75,D,MODIS_NRT,1
65.7188,107.5496,2026-07-31T04:44:00Z,148.06,Terra,53,D,MODIS_NRT,1
65.7191,107.5593,2026-07-31T04:44:00Z,349.3,Terra,91,D,MODIS_NRT,1
65.7308,107.5801,2026-07-31T04:44:00Z,1046.03,Terra,100,D,MODIS_NRT,1
65.731,107.5902,2026-07-31T04:44:00Z,2244.1,Terra,100,D,MODIS_NRT,1
64.9523,84.004,2026-07-31T04:44:00Z,8.63,Terra,63,D,MODIS_NRT,1
64.0838,81.7642,2026-07-31T04:44:00Z,10.54,Terra,66,D,MODIS_NRT,1
64.9378,69.9285,2026-07-31T04:44:00Z,28.89,Terra,82,D,MODIS_NRT,1
63.375,71.933,2026-07-31T04:44:00Z,21.41,Terra,76,D,MODIS_NRT,1
63.0133,79.4698,2026-07-31T04:44:00Z,53.72,Terra,93,D,MODIS_NRT,1
63.0167,87.8604,2026-07-31T04:44:00Z,18.05,Terra,37,D,MODIS_NRT,1
63.0168,79.45,2026-07-31T04:44:00Z,7.38,Terra,41,D,MODIS_NRT,1
63.0193,87.904,2026-07-31T04:44:00Z,32.42,Terra,61,D,MODIS_NRT,1
63.027,87.8728,2026-07-31T04:44:00Z,46.42,Terra,80,D,MODIS_NRT,1
63.0336,87.8867,2026-07-31T04:44:00Z,103.61,Terra,92,D,MODIS_NRT,1
63.0372,87.8853,2026-07-31T04:44:00Z,50.47,Terra,80,D,MODIS_NRT,1
63.2041,81.9288,2026-07-31T04:44:00Z,13.51,Terra,70,D,MODIS_NRT,1
63.3775,71.9123,2026-07-31T04:44:00Z,9.06,Terra,59,D,MODIS_NRT,1
63.007,79.4586,2026-07-31T04:44:00Z,47.43,Terra,91,D,MODIS_NRT,1
63.4692,76.7758,2026-07-31T04:44:00Z,46.31,Terra,93,D,MODIS_NRT,1
63.4834,79.6788,2026-07-31T04:44:00Z,9.43,Terra,68,D,MODIS_NRT,1
63.4869,79.6589,2026-07-31T04:44:00Z,13.38,Terra,74,D,MODIS_NRT,1
63.5171,82.5834,2026-07-31T04:44:00Z,11.63,Terra,70,D,MODIS_NRT,1
63.5216,82.5612,2026-07-31T04:44:00Z,8.62,Terra,52,D,MODIS_NRT,1
63.526,82.5924,2026-07-31T04:44:00Z,14.56,Terra,71,D,MODIS_NRT,1
63.5287,80.791,2026-07-31T04:44:00Z,53.01,Terra,93,D,MODIS_NRT,1
63.5336,80.8199,2026-07-31T04:44:00Z,71.03,Terra,96,D,MODIS_NRT,1
63.009,87.8915,2026-07-31T04:44:00Z,15.76,Terra,24,D,MODIS_NRT,1
63.0036,79.4784,2026-07-31T04:44:00Z,8.9,Terra,60,D,MODIS_NRT,1
63.551,80.8175,2026-07-31T04:44:00Z,18.39,Terra,45,D,MODIS_NRT,1
60.7642,97.0889,2026-07-31T04:44:00Z,51.63,Terra,61,D,MODIS_NRT,1
59.9188,90.1306,2026-07-31T04:44:00Z,50.17,Terra,69,D,MODIS_NRT,1
59.9212,90.1379,2026-07-31T04:44:00Z,43.14,Terra,55,D,MODIS_NRT,1
60.4088,96.5233,2026-07-31T04:44:00Z,54.17,Terra,32,D,MODIS_NRT,1
60.4107,96.5306,2026-07-31T04:44:00Z,174.16,Terra,81,D,MODIS_NRT,1
60.4226,96.5443,2026-07-31T04:44:00Z,132.95,Terra,77,D,MODIS_NRT,1
60.4337,96.4677,2026-07-31T04:44:00Z,65.21,Terra,66,D,MODIS_NRT,1
60.4339,96.262,2026-07-31T04:44:00Z,152.94,Terra,80,D,MODIS_NRT,1
60.4356,96.2714,2026-07-31T04:44:00Z,212.43,Terra,84,D,MODIS_NRT,1
60.7651,97.0987,2026-07-31T04:44:00Z,51.66,Terra,61,D,MODIS_NRT,1
62.8341,87.5495,2026-07-31T04:44:00Z,12.46,Terra,62,D,MODIS_NRT,1
60.789,97.0338,2026-07-31T04:44:00Z,27.47,Terra,44,D,MODIS_NRT,1
60.8268,97.4149,2026-07-31T04:44:00Z,38.09,Terra,51,D,MODIS_NRT,1
60.8525,97.3451,2026-07-31T04:44:00Z,76.99,Terra,68,D,MODIS_NRT,1
60.853,97.3549,2026-07-31T04:44:00Z,34.58,Terra,26,D,MODIS_NRT,1
61.8733,88.5751,2026-07-31T04:44:00Z,16.31,Terra,52,D,MODIS_NRT,1
62.3881,82.1596,2026-07-31T04:44:00Z,11.18,Terra,68,D,MODIS_NRT,1
62.7818,89.8184,2026-07-31T04:44:00Z,20.78,Terra,67,D,MODIS_NRT,1
62.7927,89.8321,2026-07-31T04:44:00Z,27.09,Terra,71,D,MODIS_NRT,1
63.5374,80.7991,2026-07-31T04:44:00Z,31.57,Terra,73,D,MODIS_NRT,1
63.5548,80.7966,2026-07-31T04:44:00Z,138.5,Terra,100,D,MODIS_NRT,1
64.9354,69.9541,2026-07-31T04:44:00Z,20.48,Terra,77,D,MODIS_NRT,1
64.6521,70.3439,2026-07-31T04:44:00Z,21.65,Terra,61,D,MODIS_NRT,1
64.434,104.06,2026-07-31T04:44:00Z,65.15,Terra,65,D,MODIS_NRT,1
64.4645,82.1165,2026-07-31T04:44:00Z,9.52,Terra,65,D,MODIS_NRT,1
64.4762,80.1992,2026-07-31T04:44:00Z,21.61,Terra,81,D,MODIS_NRT,1
64.4847,80.207,2026-07-31T04:44:00Z,28.28,Terra,85,D,MODIS_NRT,1
64.5102,71.797,2026-07-31T04:44:00Z,15.3,Terra,75,D,MODIS_NRT,1
64.5104,81.7059,2026-07-31T04:44:00Z,11.24,Terra,50,D,MODIS_NRT,1
64.5226,98.0866,2026-07-31T04:44:00Z,23.95,Terra,55,D,MODIS_NRT,1
64.632,76.2129,2026-07-31T04:44:00Z,15.78,Terra,59,D,MODIS_NRT,1
64.6993,72.2073,2026-07-31T04:44:00Z,6.38,Terra,60,D,MODIS_NRT,1
64.376,91.3752,2026-07-31T04:44:00Z,11.98,Terra,50,D,MODIS_NRT,1
64.724,84.193,2026-07-31T04:44:00Z,14.19,Terra,71,D,MODIS_NRT,1
64.8359,89.5511,2026-07-31T04:44:00Z,46.38,Terra,83,D,MODIS_NRT,1
64.8445,82.5104,2026-07-31T04:44:00Z,5.32,Terra,49,D,MODIS_NRT,1
64.8457,89.5646,2026-07-31T04:44:00Z,13.59,Terra,64,D,MODIS_NRT,1
64.8527,69.8518,2026-07-31T04:44:00Z,20.0,Terra,75,D,MODIS_NRT,1
64.8552,69.8261,2026-07-31T04:44:00Z,14.26,Terra,69,D,MODIS_NRT,1
64.8609,72.1746,2026-07-31T04:44:00Z,13.29,Terra,73,D,MODIS_NRT,1
64.8633,70.7786,2026-07-31T04:44:00Z,10.78,Terra,55,D,MODIS_NRT,1
64.3879,80.3708,2026-07-31T04:44:00Z,11.39,Terra,72,D,MODIS_NRT,1
64.3624,80.347,2026-07-31T04:44:00Z,6.46,Terra,39,D,MODIS_NRT,1
63.9249,84.1685,2026-07-31T04:44:00Z,8.97,Terra,57,D,MODIS_NRT,1
64.0946,70.2648,2026-07-31T04:44:00Z,8.06,Terra,63,D,MODIS_NRT,1
63.9327,73.9585,2026-07-31T04:44:00Z,6.84,Terra,63,D,MODIS_NRT,1
63.933,74.9555,2026-07-31T04:44:00Z,5.68,Terra,59,D,MODIS_NRT,1
